ID,sex,Aged,Married,TotalDependents,ServiceSpan,MobileService,4GService,CyberProtection,HardwareSupport,TechnicalAssistance,FilmSubscription,SettlementProcess,QuarterlyPayment,GrandPayment,CustomerAttrition
J6YH8SJBIIDQTYPD3394,Male,No,Yes,Yes,44,No,No,Yes,Yes,Yes,No,Card,53.65360385,2376.851556,No
ZKY1NKRXS86BYFAAHJ0Z,Female,No,Yes,No,58,Yes,Satellite Broadband,Yes,Yes,Yes,Yes,Electronic,107.3799567,6253.177189,Yes
0BL5B1ODSAGCJ5MTCAEE,Female,No,Yes,Yes,58,No,Satellite Broadband,Yes,Yes,No,No,Check,50.0473104,2920.402714,No
OHRBDTLP8GJLNB9RPCGU,Female,No,No,No,34,No,No,No,No,No,No,Bank,20.21245397,618.9541869,No
97R54QNLLWRO4ZGAPR7D,Female,No,No,No,1,Yes,Satellite Broadband,No,No,No,No,Electronic,68.77206806,68.22368936,Yes
W0OWN2RANN61NURKED0O,Female,No,Yes,Yes,54,Yes,Satellite Broadband,No,No,No,Yes,Card,19.15140765,997.6533334,No
UQ6WX9UP01S3CAMAXPTF,Female,No,No,Yes,56,Yes,No,Yes,Yes,Yes,No,Check,90.86722258,5012.820751,No
41PPB3SDHBOOUBGRE2MM,Male,No,Yes,Yes,29,Yes,No,Yes,No,Yes,No,Bank,74.96256594,2344.622646,No
3SSCTTFGJ4HYM57INJER,Male,No,No,No,10,Yes,Satellite Broadband,No,No,No,No,Electronic,77.7663619,665.0696282,No
N9BWSEJNX072I5IO63M2,Female,Yes,No,No,9,Yes,Wifi Broadband,No,No,No,No,Electronic,78.54909058,719.0142391,No
K2LP3SHTS8TX2FA9BU7O,Male,No,No,No,5,Yes,No,No,No,Yes,Yes,Check,63.85647087,251.3981115,No
2XJ3G0PLER20QPY4ZBSX,Male,Yes,No,No,44,Yes,Satellite Broadband,No,Yes,No,No,Bank,100.6782185,4459.750617,No
WZF629TOLRYWCT4G4G1S,Female,Yes,Yes,Yes,70,Yes,Wifi Broadband,No,No,No,Yes,Card,18.73489791,1387.723605,No
BAEUNNNI1TFA51TEX00E,Male,No,Yes,Yes,14,No,Satellite Broadband,No,No,No,No,Check,19.01988293,291.542202,No
7YIQXLGOWZHI5GEFZHDI,Female,No,No,No,5,Yes,Wifi Broadband,No,No,No,No,Electronic,76.15394618,469.617754,Yes
NIBHAJ5QOETS6YRYOQI9,Female,No,No,No,26,Yes,Satellite Broadband,No,No,No,Yes,Check,20.71930547,526.6336944,No
GMTCYFSZ41JTSL29UPI1,Male,No,No,No,52,No,Satellite Broadband,No,No,No,No,Bank,20.21522153,1108.554859,No
LL0QDYT9XFFCB8PRB3ER,Female,No,No,Yes,0,Yes,No,No,No,No,No,Electronic,78.16185148,77.63149723,Yes
REIOIGN70NMK8R147P5Q,Female,No,Yes,No,13,No,Wifi Broadband,No,No,No,No,Check,25.95072585,386.9696763,No
3UURP0PDRPO9JD8FUI13,Female,No,Yes,No,65,Yes,Wifi Broadband,No,Yes,No,No,Electronic,95.0777744,6275.770155,No
YZ3R1PB9YH4COFMEU0F7,Female,Yes,Yes,No,2,Yes,Satellite Broadband,No,No,No,No,Check,73.87461566,305.5877452,Yes
AJ8DPJAHSMIQWK4EWTI7,Female,No,Yes,Yes,48,Yes,Satellite Broadband,No,No,No,No,Electronic,84.03726468,4256.44439,Yes
S1D6M8HTADLOHMCZYRC6,Male,No,No,No,3,Yes,Wifi Broadband,No,No,No,No,Electronic,55.20023913,195.7310096,Yes
5P7G1148DHT4RPJLR8RP,Female,Yes,Yes,No,73,Yes,No,Yes,No,Yes,Yes,Card,85.21811831,6141.650677,No
KX7E2UZ6W28LGIHPTBHY,Female,No,No,No,1,Yes,No,No,No,No,No,Electronic,26.03946327,57.31014803,Yes
OAX9FZR8LRSSEF83PQQW,Female,No,Yes,No,30,Yes,Satellite Broadband,Yes,No,Yes,No,Card,89.98363786,2929.487962,No
E16BGAI4IAWNYK9OMAPD,Female,Yes,No,No,-1,Yes,Satellite Broadband,No,No,No,No,Electronic,76.33591201,77.24804887,Yes
13WH6Z0RWD00EUB6WN18,Female,No,Yes,Yes,68,No,Wifi Broadband,No,No,No,No,Check,17.9459044,1347.128061,No
6DC104AYKEC1U3OTXJZ1,Female,No,Yes,No,9,Yes,No,No,No,No,No,Bank,80.49780272,896.0872882,Yes
634A5TX4GP9XN4K14E3A,Female,No,No,Yes,9,Yes,Wifi Broadband,Yes,Yes,Yes,No,Bank,93.95799056,869.6406861,No
U4KMOM6R5O4CA4MICC5K,Female,No,Yes,No,59,Yes,Satellite Broadband,Yes,Yes,Yes,Yes,Electronic,113.7382871,6560.761455,No
TJOKS1O8H9EMOQ2HU38S,Female,No,No,No,57,Yes,Satellite Broadband,No,No,No,No,Check,21.2529604,1210.854009,No
MTUW9ASG9HS8ZCE6J7D5,Male,Yes,No,No,13,Yes,Satellite Broadband,No,No,No,Yes,Electronic,74.43511348,1097.660227,Yes
BX2LT7OFPJAWRUD8DOSC,Female,No,No,No,28,Yes,No,No,No,Yes,Yes,Electronic,94.17429645,2608.736914,No
CSN2JWZ9O4W4E8MJUR54,Female,No,Yes,Yes,44,Yes,No,No,Yes,Yes,Yes,Bank,109.2414326,4899.709812,No
XE4NULWL6LMCH4C35YZ6,Female,No,No,No,64,No,Satellite Broadband,No,Yes,Yes,No,Card,109.6963659,7068.139596,No
9TRXC7XMII57RJW22T7L,Female,No,No,No,39,Yes,Wifi Broadband,No,No,No,Yes,Check,87.75784129,3342.779345,No
5WZTFY2FD2XJBB0H5G8K,Female,No,Yes,Yes,15,Yes,Wifi Broadband,No,Yes,Yes,Yes,Check,63.3432915,1068.743455,No
8S87LCNTEWPRAY5SC78Y,Female,No,Yes,Yes,72,Yes,Wifi Broadband,No,No,No,Yes,Check,18.67061535,1380.619315,No
KUP0C5FYFW4ASNUWWT76,Male,No,No,No,67,Yes,No,Yes,Yes,Yes,Yes,Bank,73.18229462,4993.116921,No
SYP02QF4L3318ABLJOXY,Female,No,Yes,Yes,66,Yes,No,Yes,Yes,No,Yes,Bank,67.08562304,4509.307102,No
O7H44W9HWRAFQL7YQ0B4,Female,No,No,No,13,Yes,No,Yes,Yes,No,No,Electronic,78.30269578,994.8995655,No
8GREKLSQ5BZ4YJAMWM1J,Female,No,No,No,4,Yes,Satellite Broadband,No,No,No,No,Check,20.99219328,118.715154,No
Y2J5535EPB2SME90QE0B,Male,No,Yes,Yes,69,Yes,Wifi Broadband,No,Yes,No,Yes,Card,79.97961551,5420.360874,No
T8JBCRT1RHOO5O876HK3,Female,No,Yes,Yes,4,Yes,Satellite Broadband,No,No,Yes,Yes,Check,54.68529623,259.9954985,No
CYERIRMHLNW6U4K2D0MP,Female,No,No,No,34,Yes,Satellite Broadband,No,No,No,No,Electronic,83.11322279,2848.732837,No
WRSatellite BroadbandBIA56OZ5WTLRCZA,Male,Yes,Yes,No,31,Yes,Wifi Broadband,No,No,No,Yes,Check,77.61485845,2351.554109,No
H6RLM7U4Z6E7D8HNA469,Female,No,No,No,27,Yes,Wifi Broadband,Yes,Yes,Yes,Yes,Electronic,82.00785982,2211.857075,No
CER6PX4FBKRSBPD2Q4H5,Male,No,Yes,Yes,17,Yes,Satellite Broadband,No,No,Yes,Yes,Bank,90.04654541,1685.261565,No
DJZ86MHT3KKQCO17MWDI,Female,No,No,No,42,Yes,Wifi Broadband,No,No,No,No,Electronic,23.25894695,950.6798735,No
DG5G1U7NU4QRL7TBMGYW,Female,No,Yes,No,72,Yes,Wifi Broadband,Yes,Yes,Yes,Yes,Bank,65.26649891,4921.194156,No
X6QWB1U5L7NT5N9PELC3,Male,No,Yes,Yes,69,Yes,Satellite Broadband,No,No,No,No,Bank,19.62723579,1398.321971,No
U83QJBNWG482HMB80OW2,Female,No,No,No,-1,Yes,Wifi Broadband,No,No,No,Yes,Electronic,74.0409104,76.03183203,Yes
215Z0Z7XA4AOZTZIIHHE,Male,No,No,No,9,Yes,Satellite Broadband,No,No,No,No,Card,82.53274551,817.961925,Yes
R2EL1EY4F90F5KEXRI06,Female,No,Yes,Yes,6,Yes,Wifi Broadband,No,No,No,No,Electronic,82.92162133,403.7096702,Yes
GBI0IYIDHQ3YO8WA6TNF,Male,No,Yes,No,70,Yes,No,No,Yes,Yes,No,Electronic,111.4089382,7998.509251,No
JU3T0Z2DU091W4E8G40Z,Male,No,Yes,Yes,62,Yes,No,No,No,No,Yes,Check,25.21825924,1445.332443,No
0O2K1U6AK88JQ0KTIZL9,Male,No,Yes,No,63,Yes,Satellite Broadband,No,Yes,Yes,Yes,Card,62.08068416,3752.90147,No
ZILDXCSKLBU286DRSNCS,Female,No,Yes,Yes,-1,Yes,Satellite Broadband,No,No,No,No,Electronic,74.32458365,73.67302796,Yes
NUTZ52JJQ3OKBGXQZKTM,Male,No,Yes,No,1,Yes,Wifi Broadband,Yes,Yes,No,No,Check,57.25822977,54.2212887,No
JMO2M90KQ2K1PEO2Q3LR,Female,No,Yes,Yes,62,Yes,Satellite Broadband,No,Yes,No,No,Electronic,101.1789698,6240.756626,No
8AH7L665NP9M6G5WK30X,Female,No,No,No,31,Yes,Wifi Broadband,Yes,Yes,Yes,No,Bank,85.88405602,2530.32375,Yes
HX3TB76YK66ODPIRA3K9,Female,No,No,No,69,Yes,Satellite Broadband,No,No,No,No,Card,25.60455206,1855.718863,No
Y2IIDABTRO1DDSAS4GAX,Female,No,No,Yes,47,No,Satellite Broadband,No,No,No,Yes,Card,19.56627068,920.8559133,No
F1C6EZ21UJHS7RTXXWW8,Male,No,No,Yes,53,Yes,Satellite Broadband,Yes,No,Yes,No,Electronic,107.6837603,5828.593964,No
IAOR3HT5M388OI66KBMK,Female,No,No,No,38,Yes,Wifi Broadband,No,No,No,No,Check,21.0882989,743.8271757,No
FUQCS4WTMM3RIBUDEDZU,Male,No,No,No,7,Yes,Wifi Broadband,No,No,No,No,Electronic,69.91441202,521.5354577,No
UCXW2NQW96WNXD76GD81,Female,No,No,Yes,26,Yes,Satellite Broadband,Yes,No,No,Yes,Check,57.80967112,1567.588053,No
W5GLDT3TWQ4OT8OU9UJ4,Female,No,No,No,34,Yes,No,Yes,Yes,Yes,Yes,Check,95.40308658,3404.940539,No
6WEOYFP0OHPWDMH1AM4H,Male,No,Yes,Yes,67,Yes,Wifi Broadband,No,Yes,Yes,Yes,Bank,85.05067982,5560.29762,No
CSOCYG6SWSD6D8U6N0OW,Male,No,No,No,65,Yes,Satellite Broadband,No,Yes,No,Yes,Bank,92.03234934,6056.570157,No
8H09FL9HYIA38WLFUH1I,Male,No,No,No,33,Yes,Wifi Broadband,Yes,No,No,No,Bank,83.30298533,2604.859986,No
HAFU9FE48HH7TL29MHY4,Female,No,Yes,Yes,5,Yes,Wifi Broadband,Yes,Yes,No,No,Electronic,85.12557293,454.9523064,Yes
FH5C2P08LD5R3EHIPTHZ,Male,No,No,No,1,Yes,Wifi Broadband,No,No,No,No,Bank,45.18795971,46.15410906,Yes
T2AJAXGYNWLGS435I6O5,Male,No,Yes,Yes,66,Yes,No,Yes,Yes,No,No,Bank,84.18610277,5599.254377,No
W5PAJCYDC0C15OKU0TNK,Male,No,Yes,Yes,39,Yes,No,No,No,No,No,Check,18.3689876,810.2871932,No
KCBFHFO8NNWPLNRRJULC,Male,Yes,Yes,No,33,Yes,Wifi Broadband,No,No,No,No,Electronic,93.468986,3104.59513,Yes
A555FUMKBF9HCQC8LP7L,Male,No,Yes,No,49,Yes,No,Yes,No,Yes,Yes,Bank,108.6833566,5405.412213,No
L2SPP7GD9RBUJ5IHEQTK,Male,No,Yes,No,56,Yes,Satellite Broadband,Yes,Yes,Yes,No,Electronic,102.0107974,5925.272939,No
RIRAAJ96ZTGNI950MALQ,Male,No,Yes,No,32,Yes,Wifi Broadband,No,No,Yes,Yes,Check,51.0071804,1757.368238,No
FRY3OD5APMZPAI4TH9Z6,Male,No,No,No,13,Yes,No,No,No,No,Yes,Check,54.84498808,773.6018165,No
HX3DZXCA31JFF62RJ5FR,Male,No,No,No,22,Yes,Wifi Broadband,Yes,Yes,No,No,Card,100.1902781,2291.189987,No
ZRGBNLQ6A7SSIWTCZ3JD,Male,No,Yes,Yes,29,Yes,No,Yes,No,No,Yes,Electronic,93.83946835,2838.209467,Yes
7WIGQ27UUA4SY6TSMNO4,Male,No,No,No,24,Yes,Satellite Broadband,Yes,No,No,Yes,Card,85.28321091,2208.761518,No
BHCXCJDXWKD1KLFBJZJB,Female,No,No,No,3,Yes,Wifi Broadband,No,Yes,No,No,Card,83.21540065,319.2644778,No
B3IMP5M35PUGE6M7TC24,Male,No,Yes,Yes,70,No,No,Yes,Yes,No,No,Bank,101.253333,7031.842518,No
2K5QRIHQEC9448LOI95Y,Female,No,No,No,5,Yes,Satellite Broadband,No,Yes,Yes,No,Card,63.98269777,317.163174,No
KMMRQHKOWKDEG1TRBX3N,Male,No,No,No,10,Yes,No,No,No,No,Yes,Bank,57.16002451,504.312693,No
8TUB6E4C0UDT3723D4S2,Male,No,Yes,Yes,10,Yes,Satellite Broadband,Yes,No,No,No,Electronic,49.9534423,565.1108855,No
EXDSI0Y4WKXO4CXWENCY,Male,No,Yes,Yes,70,Yes,Wifi Broadband,No,No,Yes,Yes,Card,53.87682473,3784.331134,No
8AOYY555EIJ8JTTFLU5X,Female,No,No,No,52,Yes,Wifi Broadband,Yes,Yes,No,No,Bank,106.826542,5680.843072,No
KC6ULFR9GBRHJSD6H13F,Male,No,Yes,Yes,29,Yes,No,No,No,No,No,Check,24.38550483,756.450534,No
TWF4SUUZDK9UJDEKXK8A,Male,No,No,Yes,2,Yes,No,No,Yes,No,Yes,Electronic,49.87047593,50.03163765,No
TLQBKKCO4AYKN89PAPA3,Female,Yes,Yes,No,8,Yes,Wifi Broadband,No,No,No,No,Electronic,74.88918616,532.0697124,No
8J3JUS2FKZAITMIQFI9S,Male,Yes,Yes,No,1,Yes,Wifi Broadband,No,No,No,Yes,Electronic,97.66669608,93.66061812,Yes
7R25EFNUXF942OM32HGY,Female,No,No,No,2,Yes,Wifi Broadband,No,No,No,No,Check,79.07991061,325.1049108,No
DZOWFDQJRN0A9GH5Q1FC,Male,No,Yes,Yes,68,Yes,Wifi Broadband,No,No,No,Yes,Card,23.89640098,1789.533698,No
DPOOK4AJM3DTU0ONI04P,Female,No,No,No,-1,Yes,Satellite Broadband,No,No,No,No,Check,70.50371462,71.56137522,Yes
CWWT1793IWOBCPM9MI5K,Female,No,No,No,67,Yes,No,No,No,Yes,Yes,Bank,103.7040518,7220.816903,Yes
DW6LXB14WHLSBEG9YYGM,Female,No,Yes,Yes,47,Yes,Wifi Broadband,No,No,No,Yes,Check,18.28523978,865.1458948,No
UM7MK980OP98AO2G1NMY,Female,No,Yes,Yes,67,No,Wifi Broadband,Yes,No,Yes,No,Card,35.95109833,2547.059454,No
25HL7NNIK79K0H8HB8OY,Male,No,Yes,Yes,70,Yes,No,Yes,Yes,Yes,No,Card,75.03706572,5221.744111,No
M2B9B3BPQJB0LCBK2PZU,Female,No,Yes,Yes,30,Yes,No,Yes,Yes,No,No,Bank,97.80092808,3080.066362,No
FPPJ6DPHOA3HWRFIOR7D,Female,Yes,Yes,No,9,Yes,Wifi Broadband,No,Yes,No,No,Electronic,89.90944585,914.4325806,Yes
20OZWZNSBXFT6NGC19WP,Female,Yes,No,No,48,Yes,Wifi Broadband,No,No,Yes,No,Bank,57.699648,2751.90552,No
1TZJEYEGXKUDRZCYL8QY,Male,No,Yes,Yes,10,Yes,Satellite Broadband,No,No,No,No,Bank,22.75241781,271.3586247,No
E6GS0EGNONMGK0JJQ2PT,Male,No,Yes,Yes,16,Yes,Wifi Broadband,No,No,No,No,Check,18.70767987,272.3826877,No
8FY10LOSCI7GANL24OQN,Male,No,No,No,53,Yes,No,Yes,Yes,Yes,Yes,Electronic,110.4478034,5731.797993,No
BPFKDB9GDXDNEQSOBKLN,Female,No,No,No,5,Yes,Wifi Broadband,No,Yes,No,No,Electronic,69.99114662,345.5868334,Yes
EKJ3H2CNQIOLZLI22ZL3,Male,No,Yes,No,65,Yes,Wifi Broadband,Yes,Yes,Yes,Yes,Bank,76.99275129,4929.813192,No
CNA284CZ2NXEMFPWZTTD,Female,No,Yes,Yes,45,Yes,Wifi Broadband,No,No,No,No,Check,20.48581608,928.1472211,No
1DHKI6SFWXXB7PEL1OND,Female,No,No,No,26,Yes,Satellite Broadband,No,Yes,Yes,No,Check,85.41869148,2280.489351,No
HN69NWXM7BI05SKI6FF4,Male,No,No,No,1,Yes,Wifi Broadband,Yes,No,No,Yes,Electronic,76.3441913,189.0544856,Yes
CY2FWU4RUFC25IO0NRD2,Male,Yes,Yes,No,66,Yes,No,No,Yes,No,No,Bank,102.9769629,6794.114663,No
RIZGYNTO850LJZTB757Y,Male,No,No,No,0,No,Wifi Broadband,No,Yes,No,No,Check,85.72615127,177.2781471,Yes
F0X10F6AYUYF1OT2FRSI,Female,No,No,No,59,No,Wifi Broadband,No,Yes,No,Yes,Bank,79.38362232,4766.471144,No
WAZJWYH6BOW13GDG2IX6,Female,No,Yes,Yes,55,Yes,Wifi Broadband,Yes,Yes,Yes,No,Electronic,85.58789038,4845.132368,No
MB6FG2UN84C0J8RUGLXM,Female,No,No,No,47,Yes,Wifi Broadband,No,No,No,Yes,Card,44.48887286,2064.933036,No
OZAO8YH5XDNZYX1KGI4X,Male,No,Yes,Yes,24,Yes,Satellite Broadband,No,No,No,No,Electronic,90.92553093,2361.020877,Yes
TD5WX43Z97CGE9X8ME1D,Male,No,No,No,72,Yes,Wifi Broadband,No,Yes,Yes,No,Electronic,109.4982976,7983.160429,No
7DKJYBZZN5GBP6R86NTU,Female,No,No,No,51,Yes,Wifi Broadband,No,No,No,No,Bank,25.39404791,1301.247472,No
SOTGLGFZ282GLWZOURQZ,Male,Yes,Yes,No,57,Yes,Wifi Broadband,No,Yes,No,Yes,Card,94.28976912,5438.987194,No
PWAO1XJ39NNP7P96F779,Male,Yes,Yes,No,37,Yes,No,No,Yes,Yes,No,Electronic,88.63276787,3371.176475,No
Y42ZBAYYWJRAYXPS5RHD,Male,No,No,No,10,Yes,Wifi Broadband,No,No,Yes,No,Check,75.59986546,855.0356654,No
KPMFLWYJQDKODTUXEZ04,Male,Yes,No,No,6,Yes,Satellite Broadband,No,No,No,No,Card,84.80201923,445.5852607,Yes
2IJJU62R9SQJHUJHF56I,Male,Yes,No,No,66,Yes,Wifi Broadband,Yes,No,Yes,Yes,Card,64.4274013,4174.762705,No
7HI8J3T7SFZB48OISI2J,Female,Yes,Yes,No,23,Yes,Wifi Broadband,Yes,No,No,No,Electronic,90.23126562,2177.290776,Yes
N8U5SREAZQ725J7JWJP1,Male,No,No,No,9,Yes,Satellite Broadband,No,No,No,No,Electronic,71.40776928,597.5365778,No
SEA3UZWRL4MD3P98CKW5,Female,No,No,No,40,Yes,No,No,No,No,Yes,Bank,84.26804857,3533.641443,No
6ZSTNG765FYEDC2IJ9P2,Male,No,No,No,27,Yes,Wifi Broadband,No,No,Yes,Yes,Electronic,34.53220442,1004.704572,No
8K23POP4RWWPBXMPBQI6,Male,No,Yes,Yes,55,Yes,Satellite Broadband,Yes,No,Yes,No,Card,66.27467408,3566.53822,No
AJWONHD6DY68I4JI1XBL,Male,No,Yes,No,59,Yes,Wifi Broadband,No,No,No,No,Check,19.16116128,1266.730665,No
AM5JR7QBSS285HP55UGK,Male,No,No,No,11,Yes,Wifi Broadband,No,No,No,No,Bank,24.79892636,331.5044585,No
0NQHX81OME796BJDXOTA,Female,No,No,No,0,No,Satellite Broadband,No,No,Yes,No,Electronic,50.81509733,52.07008531,Yes
P9PJ66EBYEWJRE99MBC0,Female,No,Yes,No,59,Yes,Wifi Broadband,Yes,Yes,No,No,Bank,109.9546596,6145.723961,Yes
LK15FUXRK6Z2KS784XMC,Female,Yes,No,No,51,Yes,Wifi Broadband,Yes,No,No,Yes,Card,48.02680315,2553.437694,No
QS780T12WU2ANXJDKM0G,Female,No,Yes,No,59,Yes,Wifi Broadband,Yes,Yes,Yes,No,Bank,110.2427666,6570.078974,No
DX5K8QEOY3E7XFB6MUG6,Male,Yes,Yes,No,30,Yes,Satellite Broadband,Yes,Yes,No,No,Electronic,44.94124937,1229.629533,No
FCP2WXAW27TN9THGZDC8,Female,Yes,Yes,No,71,Yes,Wifi Broadband,No,Yes,Yes,Yes,Bank,109.7317062,7933.062047,No
6ESM51LTT9XJWAD84KA8,Male,No,No,No,40,Yes,No,Yes,No,No,No,Card,80.83108175,3190.948688,No
LLQLIRWSSQHQPBB43ZKB,Female,No,No,No,10,Yes,Satellite Broadband,No,No,No,No,Check,21.57754945,199.9455432,No
RAB354EEUH89YMUS6H31,Male,No,No,No,42,Yes,Wifi Broadband,Yes,No,No,No,Electronic,77.1905782,3198.929778,Yes
FFLCMG6JOWXWQ1BTS7TQ,Male,No,No,Yes,39,Yes,No,No,No,No,No,Bank,20.13065214,854.6322816,No
9TF9GFI66QGHRQRP2F6D,Female,Yes,No,No,19,Yes,Satellite Broadband,Yes,No,No,No,Electronic,88.97968569,1637.455601,No
TMOYI3SG5M8RD7M92ALQ,Male,No,Yes,No,71,Yes,Satellite Broadband,Yes,Yes,Yes,No,Card,91.12639373,6717.905184,No
Z62MQ4DTLHCJ79YH99FC,Male,No,Yes,Yes,31,Yes,No,No,No,No,No,Electronic,90.82036635,2996.136825,Yes
37QJO716MKHBNSQ9RWKU,Female,Yes,No,No,48,Yes,No,No,Yes,No,Yes,Card,90.61544119,4515.50378,Yes
6D9NDUOXL1E0JOQS87NQ,Female,No,No,No,6,Yes,Wifi Broadband,No,No,No,Yes,Bank,69.50450296,516.9891293,No
PZJS2M84LNWS9CO7U6I8,Female,No,No,No,8,Yes,No,No,No,No,No,Bank,97.19876243,776.6164461,Yes
T23LT8YZWOYH27NQOXP8,Female,No,Yes,Yes,71,Yes,Wifi Broadband,Yes,No,No,No,Bank,55.29589974,3983.463625,No
ZFFDXDZ9BUK0JE62EUX3,Male,No,No,No,16,No,Wifi Broadband,No,Yes,No,No,Electronic,52.47475274,687.7733681,No
CFCFGKE7DZDM9FRKD9MS,Male,No,No,No,1,No,Wifi Broadband,No,No,No,Yes,Check,55.61360948,53.82129195,No
1TMMEYNB2GELTM4D6D2K,Male,No,No,No,0,Yes,Wifi Broadband,No,Yes,No,Yes,Electronic,95.89826238,196.9583038,Yes
OR30B47NP1L375QROYYH,Male,No,No,No,2,Yes,No,No,No,No,No,Check,47.49799543,106.7278436,No
WWWNSI2ENUQYLICFSETD,Male,No,No,No,4,Yes,Satellite Broadband,Yes,Yes,No,No,Electronic,78.3792363,205.5390111,No
QNXXDSYL0KU9Q499AJQL,Female,Yes,No,No,30,Yes,No,Yes,No,No,Yes,Electronic,74.98464803,2109.728219,No
KRQ3FE4EDGYT8ITFA65F,Male,No,No,No,50,Yes,Satellite Broadband,No,No,No,Yes,Check,25.33305304,1235.568695,No
SJWUL3FO32K177K519WW,Male,No,No,No,2,Yes,No,No,No,No,No,Check,45.07110442,45.27726875,Yes
GOF1PFSCZUCMPYR9Y67T,Male,No,No,No,16,Yes,Satellite Broadband,No,No,No,No,Bank,19.40470711,323.024124,No
KRC99XS47L6DOS021FOR,Female,No,No,No,19,Yes,Wifi Broadband,No,No,No,No,Electronic,57.76228733,1046.340651,No
XI6RDD47OI5CDDSQ609L,Female,Yes,No,No,52,Yes,Satellite Broadband,No,No,No,Yes,Card,19.59228222,967.7272839,No
10ZDS6K4B0IDCWZJ76YY,Male,No,No,No,15,Yes,Satellite Broadband,Yes,Yes,Yes,No,Electronic,59.63783888,955.5065631,No
X8UMQ09GHTSQI8GU4T9P,Female,No,Yes,No,48,Yes,No,No,Yes,Yes,Yes,Card,98.42561061,4921.015717,No
Z7R3GWM83C7AO8JR90AF,Female,No,No,No,5,Yes,Satellite Broadband,No,No,No,Yes,Check,17.94236957,73.71566234,No
ZOAFCN4ESCOI34FGSHRI,Female,No,Yes,No,53,No,Wifi Broadband,No,Yes,Yes,No,Electronic,103.7643083,5745.480921,Yes
REMBJ22C4OOD7A0XMM1D,Female,No,No,No,13,Yes,Wifi Broadband,No,No,No,Yes,Electronic,82.70312427,912.9667448,No
WIHDX89AW1PJ9J9CK438,Male,No,No,No,28,Yes,Satellite Broadband,No,Yes,Yes,Yes,Electronic,60.4566798,1612.661919,No
7H6BGPN2J4KCG8H68CMG,Female,No,No,No,55,Yes,Satellite Broadband,Yes,No,Yes,No,Card,105.302519,5642.309477,Yes
E248QP5UOCKUB6AN3KYH,Female,No,Yes,Yes,25,Yes,Satellite Broadband,No,No,No,No,Card,24.80650693,630.6892156,No
6OZO0NMKJH1I0IO4KNOX,Male,Yes,Yes,No,70,No,No,Yes,No,No,No,Card,85.7385155,5784.989487,No
8ZIZPJ23EI5XQCTK0POZ,Male,No,Yes,Yes,11,Yes,Satellite Broadband,Yes,Yes,Yes,Yes,Card,53.03612667,520.1347767,No
T6MLCUMUPETZ709GOEBQ,Female,No,Yes,Yes,12,Yes,Wifi Broadband,No,No,No,Yes,Check,20.62213055,225.4598231,No
WMC5ZGUMTLQYMWXPY9KE,Male,No,No,No,5,Yes,No,No,No,No,No,Check,20.12755433,103.6935313,No
FXAH6BF3ALKJN1T5PQSU,Male,No,Yes,Yes,70,No,No,Yes,Yes,Yes,Yes,Card,91.27963396,6614.917064,No
A1X17GETNTROU8W1103U,Female,No,Yes,Yes,2,Yes,Satellite Broadband,No,No,No,No,Card,19.85552399,20.40645408,Yes
R88BC6BP7TJWZ0JOBXFQ,Female,No,Yes,Yes,2,Yes,No,No,No,No,No,Check,69.32316258,68.0222236,Yes
XOY34SLJJA1QGFPEH4E8,Male,No,Yes,No,54,Yes,No,Yes,No,No,No,Electronic,96.55385796,5238.155749,Yes
LME293E5C5UO3RDUBX2J,Female,No,No,No,65,Yes,No,No,No,No,No,Bank,20.39539755,1431.819631,No
IKJG5L0Q28B3QK6K2FUO,Male,No,No,No,33,Yes,Wifi Broadband,No,Yes,No,Yes,Card,66.91028887,2245.560507,No
8PE3REC13OYGQAZMA6H8,Female,No,No,No,19,Yes,Wifi Broadband,No,No,Yes,No,Card,68.44580331,1371.298159,No
GSFU9J51FJ3F9P7266CN,Male,No,Yes,Yes,23,Yes,Wifi Broadband,No,No,Yes,No,Bank,30.81370053,679.314542,No
40MCY85D1I2OUNE845BM,Female,Yes,No,No,26,Yes,No,No,Yes,Yes,No,Electronic,102.5070925,2890.36275,Yes
MM2XA2RU6P9STY3YRQHH,Male,No,Yes,Yes,73,Yes,Wifi Broadband,Yes,Yes,Yes,No,Card,89.53910763,6562.971317,No
XUGQEPOYFILT67N70KXQ,Female,No,No,No,40,Yes,Satellite Broadband,No,No,No,Yes,Bank,24.95151422,996.138804,No
1GRSAXP1PDILPL3DAE96,Female,No,No,No,9,Yes,Wifi Broadband,Yes,Yes,No,Yes,Bank,79.39362874,793.7239766,No
EFSB9EKWWL7ZKDBPTR6L,Male,No,Yes,Yes,15,Yes,No,No,No,No,No,Bank,19.43326541,329.1670345,No
D782ES17K33O0CTC825X,Male,No,No,Yes,38,Yes,Satellite Broadband,No,No,No,No,Check,25.0758648,1003.799786,No
Y7E0H0I6PK9T2OLGAM2X,Male,No,No,No,10,Yes,No,No,No,No,No,Check,67.85829271,659.973558,No
FC5EZWWPDJ6DOQQUYAPG,Female,No,Yes,No,7,Yes,Wifi Broadband,No,No,No,No,Electronic,51.24723097,315.2820944,No
O6LHTNAX2W7Z5Z3N13QA,Female,No,No,No,5,Yes,Satellite Broadband,No,No,Yes,No,Check,60.58371425,413.8196262,Yes
32JGT6RJ569FH8Z2DTD1,Male,No,No,No,7,Yes,Satellite Broadband,Yes,No,No,No,Electronic,59.23277002,487.1216391,No
